DateReceived,Product,SubProduct,Issue,SubIssue,ConsumerComplaint,CompanyPublicResponse,Company,State,ZipCode,SubmittedVia,DateSentCompany,CompanyResponseConsumer,TimelyResponseSts,ConsumerDisputedSts,ComplaintId
2012-12-28,Bank account or service,Checking account,"Account opening, closing, or management",,,,Citibank,TX,79124,Referral,2012-12-31,Closed with monetary relief,Yes,No,218833
2012-12-28,Bank account or service,Checking account,"Account opening, closing, or management",,,,Fifth Third Bank,FL,34761,Postal mail,2013-01-02,Closed with monetary relief,Yes,No,218788
2012-12-28,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase,CA,92078,Web,2012-12-31,Closed with monetary relief,Yes,No,218193
2012-12-28,Bank account or service,Checking account,"Account opening, closing, or management",,,,New York Community Bank,NY,10010,Web,2013-01-02,Closed with explanation,Yes,Yes,215691
2012-12-28,Bank account or service,Checking account,"Account opening, closing, or management",,,,TD Bank,NJ,8012,Web,2012-12-31,Closed with explanation,Yes,Yes,218656
2012-12-28,Bank account or service,Checking account,"Account opening, closing, or management",,,,U.S. Bancorp,OR,97236,Postal mail,2012-12-28,Closed with explanation,No,No,218328
2012-12-28,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo,VA,23231,Postal mail,2012-12-28,Closed with explanation,Yes,No,218410
2012-12-28,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo,WI,53081,Phone,2012-12-29,Closed with monetary relief,Yes,No,221167
2012-12-28,Bank account or service,Checking account,Deposits and withdrawals,,,,Ally Financial Inc.,NC,28739,Web,2013-01-02,Closed with explanation,Yes,No,218850
2012-12-28,Bank account or service,Checking account,Deposits and withdrawals,,,,BB&T Financial,GA,30068,Web,2013-01-02,Closed with monetary relief,Yes,No,218754
2012-12-28,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,,,Referral,2012-12-31,Closed with explanation,Yes,No,219057
2012-12-28,Bank account or service,Checking account,Deposits and withdrawals,,,,FirstMerit Bank,OH,44320,Phone,2013-03-01,Closed with monetary relief,Yes,No,218485
2012-12-28,Bank account or service,Checking account,Deposits and withdrawals,,,,Santander Bank US,NJ,8536,Referral,2012-12-31,Closed with explanation,Yes,Yes,219035
2012-12-28,Bank account or service,Checking account,Deposits and withdrawals,,,,SunTrust Bank,NC,28083,Referral,2013-01-02,Closed with monetary relief,Yes,No,218676
2012-12-28,Bank account or service,Checking account,Deposits and withdrawals,,,,U.S. Bancorp,CA,92301,Fax,2013-01-10,Closed with explanation,Yes,No,218789
2012-12-28,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo,AZ,85192,Referral,2013-05-16,Closed with explanation,Yes,No,218554
2012-12-28,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo,NJ,8096,Web,2012-12-30,Closed with explanation,Yes,No,218715
2012-12-28,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo,NY,13635,Referral,2012-12-31,Closed with monetary relief,Yes,No,218849
2012-12-28,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo,TX,78633,Referral,2013-01-03,Closed with explanation,Yes,No,219048
2012-12-28,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,BOK Financial Corp,KS,67901,Referral,2012-12-31,Closed with monetary relief,Yes,No,219040
2012-12-28,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Bank of America,FL,32043,Referral,2013-01-02,Closed with explanation,Yes,No,218843
2012-12-28,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,PNC Bank,FL,32738,Referral,2013-01-02,Closed,Yes,No,215984
2012-12-28,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,TD Bank,MA,2030,Web,2012-12-29,Closed with explanation,Yes,No,218631
2012-12-28,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Wells Fargo,FL,33463,Referral,2012-12-31,Closed with monetary relief,Yes,No,219080
2012-12-28,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Wells Fargo,NJ,7036,Referral,2013-01-02,Closed with explanation,Yes,Yes,218558
2012-12-28,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Wells Fargo,NJ,7853,Referral,2012-12-31,Closed with explanation,Yes,No,215692
2012-12-28,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,OR,97739,Referral,2012-12-31,Closed with explanation,Yes,Yes,219042
2012-12-28,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,VA,23608,Web,2013-01-02,Closed with monetary relief,Yes,No,215817
2012-12-28,Bank account or service,Checking account,Problems caused by my funds being low,,,,RBS Citizens,NJ,8049,Referral,2013-01-03,Closed with monetary relief,Yes,No,218679
2012-12-28,Bank account or service,Checking account,Problems caused by my funds being low,,,,RBS Citizens,PA,,Phone,2013-01-02,Closed with explanation,Yes,No,218425
2012-12-28,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank,DE,19707,Web,2013-01-02,Closed with explanation,Yes,No,218306
2012-12-28,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank,MA,2465,Web,2013-01-02,Closed with explanation,Yes,No,215713
2012-12-28,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank,PA,19010,Web,2013-01-02,Closed with monetary relief,Yes,No,218391
2012-12-28,Bank account or service,Checking account,Using a debit or ATM card,,,,Bank of America,FL,33578,Referral,2012-12-31,Closed with non-monetary relief,Yes,No,219063
2012-12-28,Bank account or service,Checking account,Using a debit or ATM card,,,,Bank of America,ME,4021,Referral,2012-12-31,Closed with explanation,Yes,No,221070
2012-12-28,Bank account or service,Checking account,Using a debit or ATM card,,,,Bank of America,NY,11220,Referral,2013-01-02,Closed with explanation,Yes,No,218562
2012-12-28,Bank account or service,Checking account,Using a debit or ATM card,,,,Bank of the West,CA,90601,Web,2013-01-02,Closed with explanation,Yes,No,218547
2012-12-28,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMorgan Chase,CA,92115,Referral,2012-12-31,Closed with explanation,Yes,No,215901
2012-12-28,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMorgan Chase,UT,84119,Web,2012-12-31,Closed with explanation,Yes,No,218766
2012-12-28,Bank account or service,Checking account,Using a debit or ATM card,,,,TD Bank,FL,33310,Referral,2013-01-02,Closed with explanation,Yes,No,219065
2012-12-28,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Bank of America,CA,91935,Web,2012-12-31,Closed with explanation,Yes,No,218775
2012-12-28,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Citibank,NC,28777,Web,2012-12-31,Closed with explanation,Yes,No,218531
2012-12-28,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,HSBC,CA,94102,Web,2012-12-31,Closed,Yes,No,218816
2012-12-28,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Wells Fargo,FL,33467,Postal mail,2012-12-31,Closed with explanation,Yes,No,218787
2012-12-28,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Wells Fargo,VA,22302,Web,2012-12-31,Closed with explanation,Yes,No,218307
2012-12-28,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,JPMorgan Chase,AZ,85648,Web,2012-12-31,Closed with explanation,Yes,No,218780
2012-12-28,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,JPMorgan Chase,NJ,8003,Web,2012-12-31,Closed with explanation,Yes,No,218329
2012-12-28,Bank account or service,Savings account,"Account opening, closing, or management",,,,New York Community Bank,MN,55060,Web,2012-12-30,Closed with explanation,Yes,No,218421
2012-12-28,Bank account or service,Savings account,Deposits and withdrawals,,,,BMO Harris,IL,60137,Phone,2012-12-31,Closed with monetary relief,Yes,No,218651
2012-12-28,Bank account or service,Savings account,Deposits and withdrawals,,,,Capital One,MD,20905,Web,2012-12-31,Closed with monetary relief,Yes,Yes,218500
2012-12-28,Bank account or service,Savings account,Deposits and withdrawals,,,,JPMorgan Chase,OR,97035,Referral,2012-12-31,Closed with explanation,Yes,Yes,218827
2012-12-28,Bank account or service,Savings account,"Making/receiving payments, sending money",,,,JPMorgan Chase,NJ,8854,Referral,2012-12-31,Closed with explanation,Yes,No,219026
2012-12-28,Consumer loan,Personal line of credit,Managing the line of credit,,,,Bank of America,OR,97504,Phone,2012-12-30,Closed with explanation,Yes,No,218594
2012-12-28,Consumer loan,Personal line of credit,Managing the line of credit,,,,Citibank,DE,19720,Web,2012-12-30,Closed with explanation,Yes,No,218614
2012-12-28,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Capital One,MA,,Phone,2012-12-31,Closed with explanation,Yes,No,218737
2012-12-28,Consumer loan,Vehicle loan,Managing the loan or lease,,,,JPMorgan Chase,CA,90008,Phone,2012-12-29,Closed with explanation,Yes,Yes,218436
2012-12-28,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA,PA,15234,Postal mail,2012-12-30,Closed with explanation,Yes,Yes,218396
2012-12-28,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Wells Fargo,CA,91387,Postal mail,2012-12-31,Closed with explanation,Yes,No,218681
2012-12-28,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Wells Fargo,OR,97132,Referral,2012-12-31,Closed with explanation,Yes,No,219053
2012-12-28,Consumer loan,Vehicle loan,Managing the loan or lease,,,,Wells Fargo,WA,98390,Web,2012-12-30,Closed with explanation,Yes,Yes,218644
2012-12-28,Consumer loan,Vehicle loan,Taking out the loan or lease,,,,Wells Fargo,FL,34695,Web,2012-12-31,Closed with explanation,Yes,No,218674
2012-12-28,Credit card,,APR or interest rate,,,,Bank of America,MA,1757,Web,2012-12-31,Closed with non-monetary relief,Yes,No,216037
2012-12-28,Credit card,,APR or interest rate,,,,Citibank,MD,21136,Web,2012-12-31,Closed with explanation,Yes,No,218740
2012-12-28,Credit card,,APR or interest rate,,,,JPMorgan Chase,PA,18612,Web,2012-12-28,Closed with explanation,Yes,No,218863
2012-12-28,Credit card,,Advertising and marketing,,,,Barclays,MN,55016,Web,2013-01-02,Closed with explanation,Yes,No,218838
2012-12-28,Credit card,,Advertising and marketing,,,,Citibank,MA,1844,Web,2012-12-31,Closed with explanation,Yes,No,218494
2012-12-28,Credit card,,Bankruptcy,,,,Capital One,TX,78612,Web,2012-12-28,Closed with explanation,Yes,Yes,218603
2012-12-28,Credit card,,Billing disputes,,,,Bank of America,WA,98199,Referral,2012-12-31,Closed with explanation,Yes,No,218686
2012-12-28,Credit card,,Billing disputes,,,,Barclays,VA,22192,Web,2013-01-02,Closed with explanation,Yes,Yes,218713
2012-12-28,Credit card,,Billing disputes,,,,Capital One,OH,45238,Postal mail,2012-12-29,Closed with monetary relief,Yes,No,218470
2012-12-28,Credit card,,Billing disputes,,,,Citibank,CA,91205,Web,2013-01-08,Closed with monetary relief,Yes,No,218632
2012-12-28,Credit card,,Billing disputes,,,,Discover,TN,37166,Referral,2012-12-30,Closed with monetary relief,Yes,No,218420
2012-12-28,Credit card,,Billing disputes,,,,Wells Fargo,CA,92630,Fax,2012-12-30,Closed with explanation,Yes,No,217708
2012-12-28,Credit card,,Cash advance fee,,,,Citibank,VA,20124,Referral,2012-12-31,Closed with monetary relief,Yes,No,219052
2012-12-28,Credit card,,Collection debt dispute,,,,Capital One,MA,2021,Web,2012-12-31,Closed with explanation,Yes,Yes,218770
2012-12-28,Credit card,,Collection debt dispute,,,,GE Capital Retail,TX,75052,Referral,2012-12-31,Closed with explanation,Yes,No,218800
2012-12-28,Credit card,,Collection practices,,,,Citibank,MI,48111,Referral,2012-12-31,Closed with explanation,Yes,No,219041
2012-12-28,Credit card,,Credit card protection / Debt protection,,,,Bank of America,CA,95055,Web,2012-12-31,Closed with non-monetary relief,Yes,No,216144
2012-12-28,Credit card,,Credit card protection / Debt protection,,,,Citibank,OK,73008,Referral,2012-12-31,Closed with monetary relief,Yes,No,219022
2012-12-28,Credit card,,Credit determination,,,,Capital One,OK,73120,Web,2012-12-30,Closed with explanation,Yes,No,218645
2012-12-28,Credit card,,Credit reporting,,,,Capital One,KS,66213,Web,2013-03-01,Closed with explanation,Yes,No,218773
2012-12-28,Credit card,,Credit reporting,,,,Citibank,CA,95070,Fax,2013-01-02,Closed with explanation,Yes,No,218623
2012-12-28,Credit card,,Credit reporting,,,,Equifax,MD,20659,Web,2012-12-29,Closed with non-monetary relief,Yes,No,218316
2012-12-28,Credit card,,Credit reporting,,,,GE Capital Retail,NY,11375,Fax,2012-12-31,Closed with explanation,Yes,No,215700
2012-12-28,Credit card,,Credit reporting,,,,JPMorgan Chase,,,Fax,2012-12-30,Closed with explanation,Yes,No,215871
2012-12-28,Credit card,,Credit reporting,,,,Wells Fargo,NJ,7901,Web,2012-12-28,Closed with explanation,Yes,No,218638
2012-12-28,Credit card,,Identity theft / Fraud / Embezzlement,,,,Bank of America,CO,80129,Web,2012-12-31,Closed with explanation,Yes,No,218824
2012-12-28,Credit card,,Identity theft / Fraud / Embezzlement,,,,Capital One,NJ,8242,Referral,2012-12-30,Closed with monetary relief,Yes,No,218593
2012-12-28,Credit card,,Identity theft / Fraud / Embezzlement,,,,Citibank,TN,76117,Referral,2012-12-31,Closed with explanation,Yes,No,218839
2012-12-28,Credit card,,Identity theft / Fraud / Embezzlement,,,,Discover,MO,64063,Web,2012-12-28,Closed with explanation,Yes,No,218619
2012-12-28,Credit card,,Late fee,,,,Bank of America,MD,20872,Web,2012-12-28,Closed with non-monetary relief,No,No,218786
2012-12-28,Credit card,,Late fee,,,,Citibank,TX,75034,Web,2013-06-12,Closed with monetary relief,Yes,No,218806
2012-12-28,Credit card,,Late fee,,,,TD Bank,NY,10128,Referral,2012-12-31,Closed with explanation,Yes,Yes,218825
2012-12-28,Credit card,,Other,,,,Bank of America,CA,95215,Phone,2013-01-02,Closed with non-monetary relief,Yes,No,218797
2012-12-28,Credit card,,Other,,,,Barclays,PA,19004,Phone,2012-12-29,Closed with monetary relief,Yes,No,218401
2012-12-28,Credit card,,Other,,,,Capital One,NY,14548,Phone,2012-12-31,Closed with monetary relief,Yes,No,218746
2012-12-28,Credit card,,Other,,,,Citibank,MA,2169,Web,2012-12-28,Closed with explanation,Yes,No,218716
2012-12-28,Credit card,,Other,,,,U.S. Bancorp,KY,40207,Web,2012-12-28,Closed with monetary relief,Yes,No,218823
2012-12-28,Credit card,,Other,,,,Wells Fargo,FL,,Phone,2012-12-30,Closed with explanation,Yes,No,218698
2012-12-28,Credit card,,Other,,,,Wells Fargo,MD,21921,Web,2012-12-28,Closed with monetary relief,Yes,No,218326
2012-12-28,Credit card,,Other fee,,,,Capital One,VA,23703,Referral,2012-12-29,Closed with monetary relief,Yes,No,218469
2012-12-28,Credit card,,Payoff process,,,,JPMorgan Chase,TX,77016,Web,2012-12-28,Closed with explanation,Yes,No,218490
2012-12-28,Credit card,,Rewards,,,,Citibank,NJ,7302,Referral,2012-12-31,Closed with non-monetary relief,Yes,No,218830
2012-12-28,Credit card,,Sale of account,,,,Citibank,CA,95070,Web,2013-01-03,Closed with explanation,Yes,No,218704
2012-12-28,Credit card,,Transaction issue,,,,Bank of America,VA,23113,Web,2012-12-28,Closed with monetary relief,Yes,No,218848
2012-12-28,Credit card,,Unsolicited issuance of credit card,,,,Citibank,WY,82801,Phone,2012-12-30,Closed with explanation,Yes,No,218748
2012-12-28,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,CA,91789,Web,2012-12-31,Closed with explanation,Yes,Yes,218662
2012-12-28,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,CA,94121,Web,2012-12-31,Closed with explanation,Yes,No,221139
2012-12-28,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,FL,32225,Phone,2013-01-02,Closed with explanation,Yes,Yes,218495
2012-12-28,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,MA,2379,Web,2012-12-31,Closed with explanation,Yes,No,218799
2012-12-28,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo,KY,40299,Web,2012-12-31,Closed with explanation,No,Yes,221191
2012-12-28,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,BankUnited,AZ,33338,Web,2012-12-31,Closed with explanation,Yes,No,221026
2012-12-28,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,BankUnited,IL,61536,Postal mail,2013-01-02,Closed with explanation,Yes,No,218772
2012-12-28,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Seterus,CA,93035,Web,2013-01-02,Closed with explanation,Yes,Yes,218862
2012-12-28,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Wells Fargo,TX,76021,Web,2012-12-31,Closed with explanation,Yes,No,218798
2012-12-28,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,,,Wells Fargo,CA,92506,Phone,2012-12-30,Closed with explanation,Yes,Yes,218586
2012-12-28,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase,TX,75056,Web,2013-01-02,Closed with explanation,Yes,No,218720
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Arvest Bank,DC,20019,Web,2013-01-02,Closed with explanation,Yes,Yes,218811
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,GA,30040,Web,2012-12-30,Closed with explanation,Yes,Yes,218581
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NC,27616,Phone,2013-01-02,Closed with explanation,Yes,No,218459
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,TX,77033,Phone,2013-01-02,Closed with explanation,Yes,No,218777
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,VA,24590,Web,2012-12-30,Closed with explanation,Yes,No,218693
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase,MN,56258,Web,2012-12-30,Closed with explanation,Yes,Yes,218639
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,91706,Web,2012-12-29,Closed with explanation,Yes,No,218519
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,92110,Web,2012-12-31,Closed with explanation,Yes,Yes,218822
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CT,6111,Web,2012-12-30,Closed with explanation,Yes,No,218375
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,MS,39562,Web,2013-09-25,Closed with explanation,Yes,No,218817
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,NJ,7465,Web,2013-01-02,Closed with explanation,Yes,No,215826
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,VA,20136,Web,2012-12-29,Closed with explanation,Yes,No,218552
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Residential Credit Solutions,TX,75218,Web,2012-12-31,Closed with explanation,Yes,No,218673
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Standard Mortgage Corporation,LA,70706,Web,2013-01-02,Closed with explanation,Yes,No,218794
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo,MN,55327,Web,2012-12-30,Closed with explanation,Yes,No,218434
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo,NJ,8619,Web,2012-12-31,Closed with explanation,Yes,No,216352
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,AL,35244,Web,2012-12-30,Closed with explanation,Yes,Yes,216290
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NV,,Web,2012-12-30,Closed with explanation,Yes,No,216216
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Carrington Mortgage,TX,76140,Web,2013-01-02,Closed with non-monetary relief,Yes,No,218814
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,CO,80236,Web,2013-01-02,Closed with explanation,Yes,No,218846
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,IL,60478,Web,2012-12-31,Closed with explanation,Yes,No,218502
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Fifth Third Bank,IL,60101,Web,2013-05-30,Closed with explanation,Yes,No,218652
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Guaranteed Rate,WA,98020,Web,2013-01-02,Closed with explanation,Yes,No,218852
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Loan Care,PA,16602,Phone,2013-01-03,Closed with explanation,Yes,No,218625
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,M&T Bank,DE,19934,Phone,2012-12-31,Closed with explanation,Yes,No,218533
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,MA,2269,Web,2012-12-29,Closed with explanation,Yes,No,218385
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CA,94566,Web,2012-12-31,Closed with explanation,Yes,No,218336
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CO,81137,Web,2012-12-31,Closed with explanation,Yes,No,218808
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MA,2359,Phone,2012-12-31,Closed with explanation,Yes,No,218682
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,PHH Mortgage,CA,95014,Web,2012-12-30,Closed with non-monetary relief,Yes,No,218717
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Pleasant Valley Home Mortgage Corporation,OR,97317,Web,2013-05-10,Closed with explanation,Yes,No,218460
2012-12-28,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo,MI,48183,Phone,2012-12-31,Closed with monetary relief,Yes,No,218725
2012-12-28,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Flagstar Bank,NY,11757,Web,2012-12-30,Closed with explanation,Yes,No,218663
2012-12-28,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Wells Fargo,NJ,7940,Web,2013-01-02,Closed with explanation,Yes,No,218369
2012-12-28,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,LoanDepot,FL,33131,Web,2012-12-31,Closed with explanation,Yes,No,218449
2012-12-28,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MD,21769,Web,2012-12-30,Closed with explanation,Yes,No,218387
2012-12-28,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,65631,Web,2012-12-30,Closed with explanation,Yes,No,218611
2012-12-28,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase,GA,30215,Web,2012-12-28,Closed with explanation,Yes,Yes,216045
2012-12-28,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,NC,27704,Web,2013-01-02,Closed with explanation,Yes,No,218734
2012-12-28,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,MO,63115,Web,2013-01-02,Closed with explanation,Yes,No,218424
2012-12-28,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,U.S. Bancorp,TN,38112,Web,2013-01-02,Closed with explanation,Yes,No,217359
2012-12-28,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Van Dyk Mortgage Corporation,FL,33603,Web,2013-01-02,Closed with explanation,Yes,No,219633
2012-12-28,Mortgage,FHA mortgage,Settlement process and costs,,,,Bank of America,LA,70528,Web,2012-12-31,Closed with explanation,Yes,No,218529
2012-12-28,Mortgage,FHA mortgage,Settlement process and costs,,,,Wells Fargo,PA,19365,Web,2012-12-31,Closed with explanation,Yes,No,218374
2012-12-28,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,,,Citibank,WI,54548,Phone,2012-12-31,Closed with monetary relief,Yes,No,218685
2012-12-28,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,New York Community Bank,CA,94597,Referral,2013-01-02,Closed with explanation,Yes,No,219025
2012-12-28,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Wells Fargo,GA,30152,Web,2013-01-02,Closed with explanation,Yes,Yes,218840
2012-12-28,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Bank of America,CO,80924,Referral,2013-01-02,Closed with non-monetary relief,Yes,No,219029
2012-12-28,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Bank of America,FL,34712,Referral,2013-01-02,Closed with non-monetary relief,Yes,No,218733
2012-12-28,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Bank of America,FL,33173,Postal mail,2013-01-02,Closed with explanation,Yes,No,218729
2012-12-28,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,HSBC,MO,63028,Web,2012-12-31,Closed with explanation,Yes,No,215952
2012-12-28,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase,MI,48085,Postal mail,2012-12-30,Closed with monetary relief,Yes,No,218551
2012-12-28,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,"Metropolitan Home Mortgage, Inc.",CA,94401,Postal mail,2013-01-03,Closed with explanation,No,,215867
2012-12-28,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,PHH Mortgage,FL,32219,Web,2013-04-06,Closed with explanation,Yes,No,218300
2012-12-28,Mortgage,Other mortgage,Credit decision / Underwriting,,,,Bank of America,VA,22201,Web,2012-12-30,Closed with explanation,Yes,No,218335
2012-12-28,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Amerisave,MI,49091,Referral,2012-12-30,Closed with explanation,Yes,No,218610
2012-12-28,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Banco Popular North America,TX,75044,Fax,2013-01-11,Closed with explanation,Yes,Yes,216114
2012-12-28,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,,,Postal mail,2012-12-31,Closed with non-monetary relief,Yes,No,218457
2012-12-28,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33141,Referral,2013-01-02,Closed with explanation,Yes,No,218835
2012-12-28,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33322,Referral,2013-01-02,Closed with explanation,Yes,Yes,215632
2012-12-28,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,IL,60586,Referral,2012-12-31,Closed with explanation,Yes,No,219023
2012-12-28,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,IL,60615,Postal mail,2013-02-13,Closed with explanation,Yes,Yes,216360
2012-12-28,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,KY,40021,Referral,2012-12-31,Closed with explanation,Yes,No,219033
